PASKIRTIS,TEISĖ,GYVENVIETĖ,ADRESAS,OBJEKTAS,ĮMKODAS,PAVADINIMAS
Pagalbinio ūkio,Nuosavybės teisė,Vilniaus m.,Metalo g. 8  ,Sandėlis,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Pagalbinio ūkio,Nuosavybės teisė,Vilniaus m.,Metalo g. 8  ,Mazuto išdavimo punktas,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Pagalbinio ūkio,Nuosavybės teisė,Vilniaus m.,Metalo g. 8  ,Stoginė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Pagalbinio ūkio,Nuosavybės teisė,Vilniaus m.,Metalo g. 8  ,Stoginė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Pagalbinio ūkio,Nuosavybės teisė,Vilniaus m.,Metalo g. 8  ,Stoginė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Algimanto Petro Kavoliuko g. 30  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,I. Kanto al. 20B  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Įsruties g. 20A  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Papilėnų g. 11A  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Vydūno g. 3A  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
"Gamybos, pramonės",Nuosavybės teisė,Vilniaus m.,Pramonės g. 95  ,Paviljonas,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Pramonės g. 95  ,Dujų skirstymo pastatas,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Pramonės g. 95  ,Siurblinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Pramonės g. 95  ,Siurblinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Sandėliavimo,Nuosavybės teisė,Vilniaus m.,Pramonės g. 95  ,Sandėlis,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Pramonės g. 95  ,Siurblinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Paslaugų,Nuosavybės teisė,Vilniaus m.,Pramonės g. 95  ,Buitinis pastatas,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Saltoniškių g. 10A  ,Siurblinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Vytauto Vaitkaus g. 7  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Laisvės pr. 41  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Algimanto Petro Kavoliuko g. 11  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Vido Maciulevičiaus g. 26  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Dariaus Gerbutavičiaus g. 6  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Sausio 13-osios g. 35A  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Minties g. 8D  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Žirmūnų g. 121A  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Žygio g. 5A  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Žirmūnų g. 43A  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Žirmūnų g. 11  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Tuskulėnų g. 22  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Žirmūnų g. 87B  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
"Gamybos, pramonės",Nuosavybės teisė,Vilniaus m.,Verkių Riešės g. 64  ,Katilinės patalpa (priestatas prie gamybinio pastato),124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Pagalbinio ūkio,Nuosavybės teisė,Vilniaus m.,Metalo g. 10A  ,Mazuto priėmimo punktas,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Pagalbinio ūkio,Nuosavybės teisė,Vilniaus m.,Metalo g. 10A  ,Naftos gaudyklės,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Pagalbinio ūkio,Nuosavybės teisė,Vilniaus m.,Metalo g. 10A  ,Rezervuaras,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Pagalbinio ūkio,Nuosavybės teisė,Vilniaus m.,Metalo g. 10A  ,Rezervuaras,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Verkių g. 22A  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Pagalbinio ūkio,Nuosavybės teisė,Vilniaus m.,Pramonės g. 97  ,Nusėsdintuvas,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Liepkalnio g. 24  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Antakalnio g. 58  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Pašilaičių g. 6  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Gabijos g. 4  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Žemynos g. 10  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Architektų g. 30  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
"Gamybos, pramonės",Nuosavybės teisė,Vilniaus m.,Architektų g. 47  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Tuskulėnų g. 19B  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Minties g. 52  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Žirmūnų g. 74A  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Architektų g. 89A  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Architektų g. 82  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Architektų g. 39  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Žirmūnų g. 106A  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Žėručio g. 18  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Architektų g. 7  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Architektų g. 120  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Architektų g. 192A  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Architektų g. 172A  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Šiltnamių g. 2A  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Architektų g. 148  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
"Gamybos, pramonės",Nuosavybės teisė,Vilniaus m.,Žėručio g. 21A  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Pašilaičių g. 18  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Pašilaičių g. 3  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Volungės g. 18A  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,A. Kojelavičiaus g. 310A  ,Katilinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,A. Kojelavičiaus g. 310  ,Katilinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
"Gamybos, pramonės",Nuosavybės teisė,Vilniaus m.,Juodšilių g. 6A  ,Katilinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Administracinė,Nuosavybės teisė,Vilniaus m.,Jočionių g. 13  ,Administracinis pastatas,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
"Gamybos, pramonės",Nuosavybės teisė,Vilniaus m.,Jočionių g. 13  ,Gamybinis pastatas,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Jočionių g. 13  ,Chloratorinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Jočionių g. 13  ,Jungtinė siurblinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Jočionių g. 13  ,Vandens siurblinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Jočionių g. 13  ,Siurblinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Jočionių g. 13  ,Dujų pamaitinimo stotis,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Jočionių g. 13  ,Praėjimo pastatas,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Jočionių g. 13  ,Mazuto purštuku taravimo pastatas,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
"Gamybos, pramonės",Nuosavybės teisė,Vilniaus m.,Jočionių g. 13  ,Dirbtuvės,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Sandėliavimo,Nuosavybės teisė,Vilniaus m.,Jočionių g. 13  ,Sandėlis,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Sandėliavimo,Nuosavybės teisė,Vilniaus m.,Jočionių g. 13  ,Sandėlis,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Sandėliavimo,Nuosavybės teisė,Vilniaus m.,Jočionių g. 13  ,Sandėlis,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
"Gamybos, pramonės",Nuosavybės teisė,Vilniaus m.,Jočionių g. 13  ,Gamybinis pastatas,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Jočionių g. 13  ,Šilumvežių depas,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Jočionių g. 13  ,Katilinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Jočionių g. 13  ,Siurblinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Jočionių g. 13  ,Praėjimo pastatas,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Jočionių g. 13  ,Siurblinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Jočionių g. 13  ,Siurblinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
"Gamybos, pramonės",Nuosavybės teisė,Vilniaus m.,Jočionių g. 13  ,Gamybinis pastatas,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Administracinė,Nuosavybės teisė,Vilniaus m.,Jočionių g. 13  ,Buitinis pastatas,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
"Gamybos, pramonės",Nuosavybės teisė,Vilniaus m.,Jočionių g. 13  ,Gamybinis pastatas,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Pagalbinio ūkio,Nuosavybės teisė,Vilniaus m.,Jočionių g. 13  ,Elektros skirstykla,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Pagalbinio ūkio,Nuosavybės teisė,Vilniaus m.,Jočionių g. 13  ,Siurblinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Pagalbinio ūkio,Nuosavybės teisė,Vilniaus m.,Jočionių g. 13  ,Sandėlis,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Pagalbinio ūkio,Nuosavybės teisė,Vilniaus m.,Jočionių g. 13  ,Traukos pastatas,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Pagalbinio ūkio,Nuosavybės teisė,Vilniaus m.,Jočionių g. 13  ,Kaminas,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Pagalbinio ūkio,Nuosavybės teisė,Vilniaus m.,Jočionių g. 13  ,Stoginė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Pagalbinio ūkio,Nuosavybės teisė,Vilniaus m.,Jočionių g. 13  ,Dažų sandėlis,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Pagalbinio ūkio,Nuosavybės teisė,Vilniaus m.,Jočionių g. 13  ,Sandėlis,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Pagalbinio ūkio,Nuosavybės teisė,Vilniaus m.,Jočionių g. 13  ,Druskų duobė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Pagalbinio ūkio,Nuosavybės teisė,Vilniaus m.,Jočionių g. 13  ,Mazuto išpylimo įrengimai,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Pagalbinio ūkio,Nuosavybės teisė,Vilniaus m.,Jočionių g. 13  ,Stoginė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Pagalbinio ūkio,Nuosavybės teisė,Vilniaus m.,Jočionių g. 13  ,Sandėlis,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Pagalbinio ūkio,Nuosavybės teisė,Vilniaus m.,Jočionių g. 13  ,Šilumos apskaitos punktas,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Jočionių g. 13  ,Mazuto siurblinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Garažų,Nuosavybės teisė,Vilniaus m.,Jočionių g. 13  ,Garažai,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Jočionių g. 13  ,Praėjimo pastatas,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,D. Poškos g. 26  ,Katilinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Pušų g. 6  ,Katilinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Povilo Plechavičiaus g. 7  ,Katilinės patalpa 14-1,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Kęstučio g. 21  ,Katilinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,A. Mickevičiaus g. 8  ,Katilinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Keramikų g. 3  ,Boilerinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Agrastų g. 4  ,Katilinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Popieriaus g. 42  ,Katilinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Latvių g. 17  ,Katilinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Povilo Plechavičiaus g. 5  ,Katilinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Vismaliukų g. 26  ,Katilinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Kalvarijų g. 12  ,Katilinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Rukeliškių g. 44  ,Katilinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Kalvarijų g. 49  ,Katilinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Šešėlių g. 10A  ,Katilinės patalpos,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Sandėliavimo,Nuosavybės teisė,Vilniaus m.,Elektrinės g. 2  ,Sandėlis,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
"Gamybos, pramonės",Nuosavybės teisė,Vilniaus m.,Elektrinės g. 2  ,Gamybinis pastatas,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Elektrinės g. 2  ,Pagrindiniai skirstomieji įrenginiai,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Elektrinės g. 2  ,Centrinis valdymo punktas,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Administracinė,Nuosavybės teisė,Vilniaus m.,Elektrinės g. 2  ,Administracinis pastatas,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Elektrinės g. 2  ,Katilinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Elektrinės g. 2  ,Praėjimo pastatas,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Elektrinės g. 2  ,Kolektorinė su administracinėmis patalpomis,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Maitinimo,Nuosavybės teisė,Vilniaus m.,Elektrinės g. 2  ,Valgykla,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Elektrinės g. 2  ,Dujų skirstymo stotis,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Elektrinės g. 2  ,Katilinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Elektrinės g. 2  ,Reguliavimo pastatas,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Sandėliavimo,Nuosavybės teisė,Vilniaus m.,Elektrinės g. 2  ,Sandėlis,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Administracinė,Nuosavybės teisė,Vilniaus m.,Elektrinės g. 2  ,Administracinis -buitinis pastatas,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Sandėliavimo,Nuosavybės teisė,Vilniaus m.,Elektrinės g. 2  ,Sandėlis,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
"Gamybos, pramonės",Nuosavybės teisė,Vilniaus m.,Elektrinės g. 2  ,Chemikalų cechas,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Elektrinės g. 2  ,Automobilių svėrimo pastatas,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Pagalbinio ūkio,Nuosavybės teisė,Vilniaus m.,Elektrinės g. 2  ,Antžeminis dūmų kanalas,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Sandėliavimo,Nuosavybės teisė,Vilniaus m.,Elektrinės g. 2  ,Sandėlis,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Elektrinės g. 2  ,Aparatinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Sandėliavimo,Nuosavybės teisė,Vilniaus m.,Elektrinės g. 2  ,Sandėlis,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Elektrinės g. 2  ,Mazuto siurblinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Elektrinės g. 2  ,Siurblinė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Elektrinės g. 2  ,Vagonų svėrimo pastatas,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Elektrinės g. 2  ,Vandens valymo stotis,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Kita,Nuosavybės teisė,Vilniaus m.,Elektrinės g. 2  ,Plovykla,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Sandėliavimo,Nuosavybės teisė,Vilniaus m.,Elektrinės g. 2  ,Sandėlis,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
"Gamybos, pramonės",Nuosavybės teisė,Vilniaus m.,Elektrinės g. 2  ,Mechaninis cechas,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
"Gamybos, pramonės",Nuosavybės teisė,Vilniaus m.,Elektrinės g. 2  ,Stalių dirbtuvės,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Garažų,Nuosavybės teisė,Vilniaus m.,Elektrinės g. 2  ,Garažas,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Garažų,Nuosavybės teisė,Vilniaus m.,Elektrinės g. 2  ,Garažas,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Sandėliavimo,Nuosavybės teisė,Vilniaus m.,Elektrinės g. 2  ,Sandėlis,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
"Gamybos, pramonės",Nuosavybės teisė,Vilniaus m.,Elektrinės g. 2  ,Garvežių depas,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Specialioji,Nuosavybės teisė,Vilniaus m.,Elektrinės g. 2  ,Slėptuvė,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
Administracinė,Nuosavybės teisė,Vilniaus m.,Elektrinės g. 2  ,Administracinis pastatas,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
"Gamybos, pramonės",Nuosavybės teisė,Vilniaus m.,Elektrinės g. 2  ,Mechaninės dirbtuvės,124135580,"Akcinė bendrovė ""VILNIAUS ŠILUMOS TINKLAI"""
